id	link	headline	p1	pub_date	text_date
184	http://www.breitbart.com/big-hollywood/2017/09/14/kaya-jones-hollywoods-promotion-of-abortion-shows-how-evil-our-world-has-become/?utm_source=facebook&utm_medium=social	Kaya Jones: Hollywoodâ€™s Promotion of Abortion Shows â€˜How Evil Our World Has Becomeâ€™	Singer Kaya Jones says Hollywoodâ€™s support for abortion and Planned Parenthood demonstrates â€œhow evil our world has become.â€	2017-09-14	2017-09-14
185	http://www.breitbart.com/big-hollywood/2017/09/14/box-office-poison-jennifer-lawrence-announces-shes-taking-break-acting/	Box Office Poison: Jennifer Lawrence Announces Sheâ€™s Taking a Break from Acting	Hollywood A-lister Jennifer Lawrence told NBCâ€™sÂ TodayÂ co-hostÂ Savannah GuthrieÂ Thursday that sheâ€™s planning on taking a break from acting.	2017-09-14	2017-09-14
186	http://www.breitbart.com/big-hollywood/2017/09/14/robert-redford-trump-quit-benefit/?utm_source=facebook&utm_medium=social	Robert Redford to Trump: â€˜Quit, for Our Benefitâ€™	Hollywood veteran Robert Redford unloaded on President DonaldÂ TrumpÂ in a wide-rangingÂ interviewÂ with Esquire publishedÂ Wednesday, blaming the real estate mogulâ€™s political rise on Americaâ€™s â€œlost moral foundation.â€	2017-09-14	2017-09-14
187	http://www.breitbart.com/london/2017/09/14/four-asylum-seekers-arrested-east-germany-suspected-gang-rape/?utm_source=facebook&utm_medium=social	Germany: Four Asylum Seekers Arrested After 56-Year-Old is Gang Raped	Four asylum seekers have been arrested by police in Dessau, Germany after being suspected of gang raping a 56-year-old woman on the grounds of a former vocational school last month.	2017-09-14	2017-09-14
188	http://www.breitbart.com/big-government/2017/09/14/florida-police-arrest-two-allegedly-attempting-steal-utility-pole/?utm_source=facebook&utm_medium=social	Florida Police Arrest Two Men Allegedly Attempting to Steal Utility Pole	Police in Jacksonville, Florida, arrested two men for allegedly attempting to steal a utility pole used as a traffic light after Hurricane Irma.	2017-09-14	2017-09-14
189	http://www.breitbart.com/video/2017/09/14/trump-many-republicans-really-like-potential-dreamers-deal/?utm_source=facebook&utm_medium=social	Trump: â€˜Many Republicans Really Likeâ€™ Potential DREAMers Deal	Thursday aboard Air Force One after a trip to Florida, President Donald Trump said of his reported deal with Democratic Congressional leaders on immigration that â€œmany Republicansâ€ really like it.	2017-09-14	2017-09-14
190	http://www.breitbart.com/big-journalism/2017/09/14/hillary-clinton-blasts-schizophrenic-new-york-times-coverage/?utm_source=facebook&utm_medium=social	Hillary Clinton Blasts â€˜Schizophrenicâ€™ New York Times Coverage	Hillary Clinton uses her new campaign memoir, What Happened, to take a shot at the friendly New York Times over its decision to endorse her campaign â€” while also reporting on her email scandal.	2017-09-14	2017-09-14
191	http://www.breitbart.com/big-hollywood/2017/09/14/report-kathy-griffin-trump-beheading-photo-drawing-six-figure-offers/?utm_source=facebook&utm_medium=social	Report: Kathy Griffin Trump â€˜Beheadingâ€™ Photo Drawing Six-Figure Offers from Art Buyers	Offers for print photo copiesÂ of Kathy Griffin holding up the fake, bloodyÂ severed head of President Donald Trump have exceeded $100,000, TMZ reported Thursday.	2017-09-14	2017-09-14
192	http://www.breitbart.com/video/2017/09/14/limbaugh-trump-caving-narrative-part-effort-dems-media-drive-wedge-trump-supporters/?utm_source=facebook&utm_medium=social	Limbaugh: Trump Caving Narrative Could Be Part of Effort by Dems, Media to Drive Wedge Between Trump, Supporters	Thursday on his nationally syndicated radio show, conservative talker Rush Limbaugh reacted to the last nightâ€™s news that President Donald Trump had struck a deal with Senate Minority Leader Chuck Schumer (D-NY) and House Minority Leader Nancy Pelosi (D-CA) on theÂ Deferred Action for Childhood Arrivals (DACA) immigration policy.	2017-09-14	2017-09-14
193	http://www.breitbart.com/texas/2017/09/14/maryland-college-town-gives-illegal-aliens-right-vote/?utm_source=facebook&utm_medium=social	Maryland College Town Gives Illegal Aliens Right to Vote	Illegal aliens living in College Park, Maryland, will now be able to cast votes in local elections in a major win for the open borders lobby.	2017-09-14	2017-09-14
194	http://www.breitbart.com/big-hollywood/2017/09/14/box-office-poison-opening-jennifer-lawrences-mother-hit-record-low/?utm_source=facebook&utm_medium=social	Box Office Poison: Opening of Jennifer Lawrenceâ€™s â€˜mother!â€™ Could Hit Career Low	Back in September of 2012, a low-budget horror film called House at the End of the Street was released all across the nation on 3,083 screens. Because Jennifer Lawrence was the filmâ€™s star, because she had just broken through in a major way thanks to Winterâ€™s Bone and X-Men: First Class, this low-budget horror film opened just shy of first place with a perfectly respectable $12.3 million.	2017-09-14	2017-09-14
195	http://www.breitbart.com/big-hollywood/2017/09/14/tv-foodie-anthony-bourdain-says-hed-like-poison-president-donald-trump/?utm_source=facebook&utm_medium=social	CNN Celebrity Chef Anthony Bourdain Says He Would Poison Trumpâ€™s Food	TV foodie Anthony Bourdain told paparazzi outside an airport that if he was asked to cater a dinner for President Donald Trump, he would poison the food.	2017-09-14	2017-09-14
196	http://www.breitbart.com/sports/2017/09/14/kid-rock-slams-national-anthem-protesters/	Kid Rock: â€˜F**k ANYONE Who Takes a Knee or Sits During Our National Anthem!â€™	Rock star Kid Rock may or may not be running for the U.S. Senate from Michigan, but his opinion about NFL national anthem protesters is unmistakable: he doesnâ€™t like them.	2017-09-14	2017-09-14
197	http://www.breitbart.com/video/2017/09/14/chuck-schumer-caught-hot-mic-saying-trump-likes-us/	Chuck Schumer Caught on Hot Mic Saying Trump â€˜Likes Usâ€™	Thursday on the U.S. Senate floor, Senate Minority Leader Chuck Schumer (D-NY) was heard on a hot mic saying, â€œHe likes us. He likes me anyway,â€ referring to President Donald Trump.	2017-09-14	2017-09-14
198	http://www.breitbart.com/big-government/2017/09/13/steve-king-if-reports-correct-trump-base-is-blown-up-destroyed-irreparable/?utm_source=facebook&utm_medium=social	Steve King: If Reports Correct â€˜Trump Base Is Blown Up, Destroyed, Irreparableâ€™	Rep. Steve King (R-IA) gave a catastrophic assessment of President Donald Trumpâ€™s reportedly hatched amnesty deal with Sen. Chuck Schumer (D-NY) and Rep. Nancy Pelosi (D-CA) and other Democratic leaders Wednesday night.	2017-09-13	2017-09-13
199	http://www.breitbart.com/california/2017/09/13/mcdonalds-employee-arrested-allegedly-giving-birth-baby-boy-flushing-toilet-head-first/?utm_source=facebook&utm_medium=social	McDonaldâ€™s Employee Arrested for Allegedly Giving Birth, Flushing Baby Down Toilet	A McDonaldâ€™s employee was arrested after she allegedly gave birth to a baby boy and attempted to flush him down the toilet head first.	2017-09-13	2017-09-13
200	http://www.breitbart.com/big-government/2017/09/14/donald-trump-the-wall-will-come-later-after-daca-amnesty-deal/?utm_source=facebook&utm_medium=social	Donald Trump: â€˜The Wall Will Come Laterâ€™ After DACA Amnesty Deal	President Donald Trump confirmed to reporters that he was willing to deal with Democrats on amnesty for DACA recipients separate from funding for his promised wall.	2017-09-14	2017-09-14
201	http://www.breitbart.com/video/2017/09/14/pelosi-trump-ryan-agreed-move-forward-dream-act-includes-path-citizenship/	Pelosi: Trump, Ryan Agreed to Move Forward With the DREAM Act Which Includes a Path to Citizenship	Thursday at her weekly press conference, House Minority Leader Nancy Pelosi (D-CA) said both President Donald Trump and Speaker of the House Paul Ryan (R-WI) have agreed to move forward with the Development, Relief, and Education for Alien Minors (DREAM) Act, which includes a pathway to citizenship for recipients of the Deferred Action for Childhood Arrivals (DACA) program.	2017-09-14	2017-09-14
202	http://www.breitbart.com/video/2017/09/14/laura-ingraham-i-dont-remember-hearing-repair-the-fence-will-be-an-electoral-nightmare-for-gop/	Laura Ingraham: I Donâ€™t Remember Hearing â€˜Repair the Fence!â€™ â€” DACA Deal Will Be â€˜Electoral Nightmareâ€™ for GOP	Thursday on her nationally syndicated radio show, conservative talker Laura Ingraham railed against President Donald Trump for a reported deal he struck with Senate Minority Leader Chuck Schumer (D-NY) and House Minority Leader Nancy Pelosi (D-CA) on the Obama-eraÂ Deferred Action for Childhood Arrivals (DACA) immigration policy.	2017-09-14	2017-09-14
203	http://www.breitbart.com/big-government/2017/09/13/ann-coulter-no-amnesty-good-amnesty/?utm_source=facebook&utm_medium=social	Ann Coulter: No Amnesty Is a Good Amnesty	Donald Trump is being told that amnesty for â€œDreamers,â€ or DACA recipients, will only apply to a small, narrowly defined group of totally innocent, eminently deserving illegal immigrants, who were brought to this country â€œthrough no fault of their ownâ€ as â€œchildren.â€ (Children who are up to 36 years old.)	2017-09-13	2017-09-13
204	http://www.breitbart.com/big-government/2017/09/12/trumps-congressional-aide-trades-daca-amnesty-tax-cuts-not-border-wall/?utm_source=facebook&utm_medium=social	Donald Trumpâ€™s Congressional Deputy Trades DACA Amnesty for Tax Cuts, Not Border Wall	President Donald Trumpâ€™s top congressional aide is prioritizing a new â€œDACAâ€ amnesty and a tax cut ahead of Trumpâ€™s promised border wall, accordingÂ to news reports.	2017-09-12	2017-09-12
205	http://www.breitbart.com/sports/2017/09/14/boston-antifa-claims-responsibility-fenway-racism-banner-drew-inspiration-espn-writer/?utm_source=facebook&utm_medium=social	Boston Antifa Claims Responsibility for Fenway â€˜Racismâ€™ Banner, Drew Inspiration From ESPN Writer	We may or may not, but definitely are, fast approaching a point, where the vast majority of the worldâ€™s ills can be traced back to ESPN.	2017-09-14	2017-09-14
206	http://www.breitbart.com/video/2017/09/14/gop-rep-steve-king-looks-like-trump-keeping-hillarys-campaign-promises-rather/?utm_source=facebook&utm_medium=social	GOP Rep Steve King: â€˜It Looks to Meâ€™ Like Trump Keeping Hillaryâ€™s Campaign Promises Rather Than His Own	Thursday on CNNâ€™s â€œNew Day,â€ Rep. Steve King (R-IA) voiced his frustration with an announcement the night before that President Donald Trump had struck a deal with Senate Minority Leader Chuck Schumer (D-NY) and House Minority Leader Nancy Pelosi (D-CA) to allow the so-called DREAMers to remain in the United States.	2017-09-14	2017-09-14
207	http://www.breitbart.com/big-government/2017/09/13/daca-amnesty-deal-explodes-twitter/?utm_source=facebook&utm_medium=social	DACA Amnesty Deal Explodes Twitter	The Democratsâ€™Â declaration of a DACA amnesty victory over President Donald Trump sparked a roar on Twitter as amnesty advocates cheered and pro-American reformers jumped with alarm.	2017-09-13	2017-09-13
208	http://www.breitbart.com/big-government/2017/09/14/donald-trump-the-wall-is-actually-just-renovation-of-old-fences/?utm_source=facebook&utm_medium=social	Donald Trump: The Wall Is Actually Just Renovation of Old Fences	President Donald Trump admitted that he wasnâ€™t actually going to build a great new wall on the southern border but repair existing fences and build selective strategic border structures.	2017-09-14	2017-09-14
209	http://www.breitbart.com/big-government/2017/09/13/hannity-on-trumps-reported-amnesty-cave-must-keep-his-promise-or-its-over/?utm_source=facebook&utm_medium=social	Hannity on Trumpâ€™s Reported Amnesty Cave: Must â€˜Keep His Promise or Itâ€™s Over!â€™	Following a reportÂ that President Trump is eyeing a deal that would include giving amnesty and potentially a pathway to citizenship to 800,000 illegal aliens protected by an Obama-created immigration program, Fox News host Sean Hannity is lighting into the administration and Republicans.	2017-09-13	2017-09-13
